CARRIER,DEP_TIME,DEST,FL_DATE,FL_NUM,ORIGIN,TAIL_NUM,Flight Status
DH,1640,JFK,1/13/2004,7810,IAD,N331UE,ontime
DH,1713,JFK,1/13/2004,7812,IAD,N330UE,ontime
DH,2125,JFK,1/13/2004,7814,IAD,N625BR,ontime
DH,1642,JFK,1/13/2004,7816,IAD,N328UE,delayed
DL,1453,JFK,1/13/2004,746,DCA,N904DE,ontime
DL,629,LGA,1/13/2004,1740,DCA,N223DZ,ontime
DL,729,LGA,1/13/2004,1742,DCA,N221DL,ontime
DL,831,LGA,1/13/2004,1744,DCA,N222DZ,ontime
DL,929,LGA,1/13/2004,1746,DCA,N224DA,ontime
DL,1029,LGA,1/13/2004,1748,DCA,N223DZ,ontime
DL,1128,LGA,1/13/2004,1750,DCA,N221DL,ontime
DL,1228,LGA,1/13/2004,1752,DCA,N222DZ,ontime
DL,1329,LGA,1/13/2004,1754,DCA,N224DA,ontime
DL,1429,LGA,1/13/2004,1756,DCA,N223DZ,ontime
DL,1529,LGA,1/13/2004,1758,DCA,N221DL,ontime
DL,1634,LGA,1/13/2004,1760,DCA,N222DZ,delayed
DL,1733,LGA,1/13/2004,1762,DCA,N224DA,ontime
DL,1830,LGA,1/13/2004,1764,DCA,N223DZ,ontime
DL,1930,LGA,1/13/2004,1766,DCA,N221DL,ontime
DL,2028,LGA,1/13/2004,1768,DCA,N222DZ,delayed
MQ,1516,JFK,1/13/2004,4752,DCA,N709MQ,ontime
MQ,553,JFK,1/13/2004,4760,DCA,N707MQ,ontime
MQ,1851,JFK,1/13/2004,4784,DCA,N700MQ,delayed
MQ,650,LGA,1/13/2004,4952,DCA,N715MQ,ontime
MQ,755,LGA,1/13/2004,4954,DCA,N724MQ,ontime
MQ,851,LGA,1/13/2004,4956,DCA,N709MQ,ontime
MQ,1050,LGA,1/13/2004,4960,DCA,N715MQ,ontime
MQ,1248,LGA,1/13/2004,4964,DCA,N736MQ,ontime
MQ,1401,LGA,1/13/2004,4966,DCA,N733MQ,ontime
MQ,1453,LGA,1/13/2004,4968,DCA,N704MQ,ontime
MQ,1700,LGA,1/13/2004,4970,DCA,N703MQ,delayed
MQ,1811,LGA,1/13/2004,4972,DCA,N727MQ,delayed
MQ,2007,LGA,1/13/2004,4976,DCA,N846MQ,delayed
UA,845,LGA,1/13/2004,846,IAD,N514UA,ontime
US,629,LGA,1/13/2004,1479,DCA,N730UW,ontime
US,658,LGA,1/13/2004,2160,DCA,N756UW,ontime
US,756,LGA,1/13/2004,2162,DCA,N741UW,ontime
US,857,LGA,1/13/2004,2164,DCA,N737UW,ontime
US,958,LGA,1/13/2004,2166,DCA,N722UW,ontime
US,1057,LGA,1/13/2004,2168,DCA,N756UW,ontime
US,1156,LGA,1/13/2004,2170,DCA,N741UW,ontime
US,1255,LGA,1/13/2004,2172,DCA,N737UW,ontime
US,1359,LGA,1/13/2004,2174,DCA,N722UW,ontime
US,1459,LGA,1/13/2004,2176,DCA,N756UW,ontime
US,1558,LGA,1/13/2004,2178,DCA,N741UW,delayed
US,1706,LGA,1/13/2004,2180,DCA,N748UW,ontime
US,1759,LGA,1/13/2004,2182,DCA,N722UW,ontime
US,1857,LGA,1/13/2004,2184,DCA,N756UW,ontime
US,1956,LGA,1/13/2004,2186,DCA,N741UW,ontime
US,2056,LGA,1/13/2004,2188,DCA,N746UW,ontime
RU,1025,EWR,1/13/2004,2303,BWI,N14542,ontime
RU,1831,EWR,1/13/2004,3372,BWI,N14542,delayed
RU,653,EWR,1/13/2004,2703,BWI,N12530,ontime
RU,1537,EWR,1/13/2004,2403,BWI,N13990,delayed
CO,729,EWR,1/13/2004,806,DCA,N16632,ontime
CO,1816,EWR,1/13/2004,814,DCA,N14337,delayed
CO,1924,EWR,1/13/2004,816,DCA,N16632,delayed
CO,1258,EWR,1/13/2004,808,DCA,N16646,ontime
DH,836,EWR,1/13/2004,7299,IAD,N658BR,ontime
DH,1708,EWR,1/13/2004,7302,IAD,N693BR,ontime
DH,1237,EWR,1/13/2004,7303,IAD,N693BR,ontime
DH,2115,EWR,1/13/2004,7304,IAD,N698BR,ontime
DH,626,EWR,1/13/2004,7305,IAD,N312UE,ontime
DH,1740,EWR,1/13/2004,7307,IAD,N308UE,delayed
RU,1255,EWR,1/13/2004,2367,IAD,N14974,ontime
RU,655,EWR,1/13/2004,2855,IAD,N17560,ontime
RU,1456,EWR,1/13/2004,2156,IAD,N16149,ontime
RU,1655,EWR,1/13/2004,2497,IAD,N12922,ontime
RU,1355,EWR,1/13/2004,2216,DCA,N14542,ontime
RU,1927,EWR,1/13/2004,2385,IAD,N15983,delayed
RU,1519,EWR,1/13/2004,2261,DCA,N19554,ontime
RU,641,EWR,1/13/2004,2761,DCA,N24103,ontime
RU,1625,EWR,1/13/2004,2181,DCA,N14974,ontime
RU,855,EWR,1/13/2004,2582,DCA,N12552,ontime
RU,2055,EWR,1/13/2004,2879,DCA,N26549,ontime
OH,1500,JFK,1/14/2004,5935,BWI,N796CA,ontime
DH,1630,JFK,1/14/2004,6155,DCA,N415FJ,ontime
DH,1243,LGA,1/14/2004,7208,IAD,N679BR,ontime
DH,1722,LGA,1/14/2004,7215,IAD,N684BR,ontime
DH,2118,LGA,1/14/2004,7684,IAD,N673BR,ontime
DH,640,LGA,1/14/2004,7790,IAD,N687BR,ontime
DH,1034,LGA,1/14/2004,7792,IAD,N315UE,ontime
DH,844,JFK,1/14/2004,7800,IAD,N642BR,ontime
DH,1243,JFK,1/14/2004,7806,IAD,N330UE,ontime
DH,1450,JFK,1/14/2004,7808,IAD,N309UE,ontime
DH,1640,JFK,1/14/2004,7810,IAD,N332UE,ontime
DH,1714,JFK,1/14/2004,7812,IAD,N333UE,ontime
DH,2119,JFK,1/14/2004,7814,IAD,N625BR,ontime
DH,1631,JFK,1/14/2004,7816,IAD,N315UE,ontime
DL,1454,JFK,1/14/2004,746,DCA,N987DL,ontime
DL,631,LGA,1/14/2004,1740,DCA,N223DZ,ontime
DL,730,LGA,1/14/2004,1742,DCA,N224DA,ontime
DL,829,LGA,1/14/2004,1744,DCA,N231DN,ontime
DL,929,LGA,1/14/2004,1746,DCA,N221DL,ontime
DL,1029,LGA,1/14/2004,1748,DCA,N223DZ,ontime
DL,1132,LGA,1/14/2004,1750,DCA,N224DA,delayed
DL,1230,LGA,1/14/2004,1752,DCA,N231DN,ontime
DL,1329,LGA,1/14/2004,1754,DCA,N221DL,ontime
DL,1431,LGA,1/14/2004,1756,DCA,N223DZ,ontime
DL,1530,LGA,1/14/2004,1758,DCA,N224DA,delayed
DL,1631,LGA,1/14/2004,1760,DCA,N231DN,ontime
DL,1728,LGA,1/14/2004,1762,DCA,N221DL,ontime
DL,1829,LGA,1/14/2004,1764,DCA,N223DZ,ontime
DL,1928,LGA,1/14/2004,1766,DCA,N224DA,delayed
DL,2030,LGA,1/14/2004,1768,DCA,N231DN,delayed
MQ,1526,JFK,1/14/2004,4752,DCA,N813MQ,ontime
MQ,553,JFK,1/14/2004,4760,DCA,N843MQ,ontime
MQ,1825,JFK,1/14/2004,4784,DCA,N728MQ,ontime
MQ,657,LGA,1/14/2004,4952,DCA,N707MQ,delayed
MQ,757,LGA,1/14/2004,4954,DCA,N734MQ,ontime
MQ,853,LGA,1/14/2004,4956,DCA,N721MQ,ontime
MQ,1111,LGA,1/14/2004,4960,DCA,N707MQ,delayed
MQ,1255,LGA,1/14/2004,4964,DCA,N724MQ,ontime
MQ,1454,LGA,1/14/2004,4968,DCA,N728MQ,ontime
MQ,1612,LGA,1/14/2004,4970,DCA,N723MQ,ontime
MQ,1658,LGA,1/14/2004,4972,DCA,N724MQ,ontime
MQ,1917,LGA,1/14/2004,4976,DCA,N726MQ,ontime
UA,847,LGA,1/14/2004,846,IAD,N533UA,ontime
US,627,LGA,1/14/2004,1479,DCA,N737UW,ontime
US,657,LGA,1/14/2004,2160,DCA,N748UW,ontime
US,757,LGA,1/14/2004,2162,DCA,N756UW,ontime
US,856,LGA,1/14/2004,2164,DCA,N739UW,ontime
US,1001,LGA,1/14/2004,2166,DCA,N707UW,ontime
US,1057,LGA,1/14/2004,2168,DCA,N748UW,ontime
US,1157,LGA,1/14/2004,2170,DCA,N756UW,ontime
US,1257,LGA,1/14/2004,2172,DCA,N739UW,ontime
US,1356,LGA,1/14/2004,2174,DCA,N707UW,ontime
US,1500,LGA,1/14/2004,2176,DCA,N748UW,ontime
US,1559,LGA,1/14/2004,2178,DCA,N756UW,ontime
US,1653,LGA,1/14/2004,2180,DCA,N739UW,ontime
US,1757,LGA,1/14/2004,2182,DCA,N707UW,ontime
US,1858,LGA,1/14/2004,2184,DCA,N748UW,ontime
US,1959,LGA,1/14/2004,2186,DCA,N756UW,delayed
US,2059,LGA,1/14/2004,2188,DCA,N739UW,ontime
RU,655,EWR,1/14/2004,2703,BWI,N14542,ontime
RU,1449,EWR,1/14/2004,2403,BWI,N14570,ontime
RU,1722,EWR,1/14/2004,3372,BWI,N14974,ontime
RU,1035,EWR,1/14/2004,2303,BWI,N12921,ontime
CO,1257,EWR,1/14/2004,808,DCA,N11612,ontime
CO,1915,EWR,1/14/2004,816,DCA,N14667,ontime
CO,731,EWR,1/14/2004,806,DCA,N14667,ontime
CO,1745,EWR,1/14/2004,814,DCA,N39343,delayed
DH,848,EWR,1/14/2004,7299,IAD,N658BR,ontime
DH,1703,EWR,1/14/2004,7302,IAD,N693BR,ontime
DH,1245,EWR,1/14/2004,7303,IAD,N693BR,ontime
DH,2330,EWR,1/14/2004,7304,IAD,N629BR,delayed
DH,629,EWR,1/14/2004,7305,IAD,N301UE,ontime
DH,1502,EWR,1/14/2004,7307,IAD,N324UE,delayed
RU,656,EWR,1/14/2004,2855,IAD,N13949,ontime
RU,1703,EWR,1/14/2004,2497,IAD,N15555,ontime
RU,856,EWR,1/14/2004,2582,DCA,N13995,ontime
RU,1355,EWR,1/14/2004,2216,DCA,N12921,ontime
RU,643,EWR,1/14/2004,2761,DCA,N14148,ontime
RU,1456,EWR,1/14/2004,2156,IAD,N34111,ontime
RU,1625,EWR,1/14/2004,2181,DCA,N17560,ontime
RU,1858,EWR,1/14/2004,2385,IAD,N34111,ontime
RU,1255,EWR,1/14/2004,2367,IAD,N17560,ontime
RU,1524,EWR,1/14/2004,2261,DCA,N13964,ontime
RU,2100,EWR,1/14/2004,2879,DCA,N16911,ontime
OH,1455,JFK,1/15/2004,5935,BWI,N812CA,ontime
DH,1637,JFK,1/15/2004,6155,DCA,N419FJ,ontime
DH,1310,LGA,1/15/2004,7208,IAD,N683BR,ontime
DH,1545,LGA,1/15/2004,7211,IAD,N671BR,delayed
DH,2133,LGA,1/15/2004,7684,IAD,N686BR,delayed
DH,858,JFK,1/15/2004,7800,IAD,N673BR,ontime
DH,1236,JFK,1/15/2004,7806,IAD,N333UE,ontime
DH,1502,JFK,1/15/2004,7808,IAD,N311UE,ontime
DH,1644,JFK,1/15/2004,7810,IAD,N313UE,ontime
DH,1714,JFK,1/15/2004,7812,IAD,N316UE,ontime
DH,2138,JFK,1/15/2004,7814,IAD,N680BR,ontime
DH,1605,JFK,1/15/2004,7816,IAD,N328UE,ontime
DL,1501,JFK,1/15/2004,746,DCA,N963DL,ontime
DL,630,LGA,1/15/2004,1740,DCA,N223DZ,ontime
DL,729,LGA,1/15/2004,1742,DCA,N221DL,delayed
DL,943,LGA,1/15/2004,1746,DCA,N224DA,ontime
DL,1130,LGA,1/15/2004,1750,DCA,N221DL,ontime
DL,1330,LGA,1/15/2004,1754,DCA,N224DA,ontime
DL,1428,LGA,1/15/2004,1756,DCA,N231DN,ontime
DL,1530,LGA,1/15/2004,1758,DCA,N221DL,ontime
DL,1630,LGA,1/15/2004,1760,DCA,N225DL,ontime
DL,1736,LGA,1/15/2004,1762,DCA,N224DA,ontime
DL,1831,LGA,1/15/2004,1764,DCA,N241DL,ontime
DL,1928,LGA,1/15/2004,1766,DCA,N221DL,delayed
DL,2029,LGA,1/15/2004,1768,DCA,N225DL,delayed
MQ,1523,JFK,1/15/2004,4752,DCA,N727MQ,ontime
MQ,553,JFK,1/15/2004,4760,DCA,N728MQ,ontime
MQ,1834,JFK,1/15/2004,4784,DCA,N738MQ,ontime
MQ,800,LGA,1/15/2004,4954,DCA,N738MQ,delayed
MQ,1050,LGA,1/15/2004,4960,DCA,N739MQ,ontime
MQ,1341,LGA,1/15/2004,4964,DCA,N703MQ,delayed
MQ,1400,LGA,1/15/2004,4966,DCA,N715MQ,ontime
MQ,1519,LGA,1/15/2004,4968,DCA,N738MQ,ontime
MQ,1643,LGA,1/15/2004,4970,DCA,N838MQ,delayed
MQ,1758,LGA,1/15/2004,4972,DCA,N726MQ,delayed
MQ,2012,LGA,1/15/2004,4976,DCA,N721MQ,delayed
UA,955,LGA,1/15/2004,846,IAD,N555UA,delayed
US,627,LGA,1/15/2004,1479,DCA,N767UW,delayed
US,815,LGA,1/15/2004,2162,DCA,N748UW,ontime
US,1019,LGA,1/15/2004,2164,DCA,N757UW,delayed
US,1058,LGA,1/15/2004,2168,DCA,N700UW,ontime
US,1158,LGA,1/15/2004,2170,DCA,N748UW,ontime
US,1358,LGA,1/15/2004,2174,DCA,N715UW,ontime
US,1458,LGA,1/15/2004,2176,DCA,N700UW,ontime
US,1559,LGA,1/15/2004,2178,DCA,N748UW,ontime
US,1701,LGA,1/15/2004,2180,DCA,N757UW,ontime
US,1759,LGA,1/15/2004,2182,DCA,N715UW,ontime
US,1858,LGA,1/15/2004,2184,DCA,N700UW,delayed
US,2056,LGA,1/15/2004,2188,DCA,N757UW,delayed
RU,1450,EWR,1/15/2004,2403,BWI,N12934,ontime
RU,1027,EWR,1/15/2004,2303,BWI,N11551,delayed
RU,1811,EWR,1/15/2004,3372,BWI,N17560,delayed
CO,815,EWR,1/15/2004,806,DCA,N23657,delayed
CO,1951,EWR,1/15/2004,816,DCA,N11641,delayed
CO,1256,EWR,1/15/2004,808,DCA,N17614,ontime
DH,835,EWR,1/15/2004,7299,IAD,N675BR,ontime
DH,1237,EWR,1/15/2004,7303,IAD,N677BR,ontime
DH,2116,EWR,1/15/2004,7304,IAD,N709BR,ontime
DH,623,EWR,1/15/2004,7305,IAD,N332UE,ontime
RU,643,EWR,1/15/2004,2761,DCA,N16951,ontime
RU,1952,EWR,1/15/2004,2385,IAD,N11150,delayed
RU,654,EWR,1/15/2004,2855,IAD,N23139,delayed
RU,1345,EWR,1/15/2004,2692,IAD,N27512,delayed
RU,1646,EWR,1/15/2004,2181,DCA,N15973,ontime
RU,1525,EWR,1/15/2004,2261,DCA,N14942,ontime
RU,1504,EWR,1/15/2004,2156,IAD,N11127,ontime
RU,2140,EWR,1/15/2004,2879,DCA,N13994,delayed
RU,956,EWR,1/15/2004,2582,DCA,N15555,delayed
RU,1359,EWR,1/15/2004,2216,DCA,N11551,ontime
OH,1455,JFK,1/16/2004,5935,BWI,N924CA,ontime
DH,1648,JFK,1/16/2004,6155,DCA,N423FJ,ontime
DH,1545,LGA,1/16/2004,7211,IAD,N636BR,delayed
DH,1952,LGA,1/16/2004,7215,IAD,N636BR,delayed
DH,2117,LGA,1/16/2004,7684,IAD,N694BR,ontime
DH,640,LGA,1/16/2004,7790,IAD,N659BR,ontime
DH,840,JFK,1/16/2004,7800,IAD,N684BR,ontime
DH,1246,JFK,1/16/2004,7806,IAD,N662BR,ontime
DH,1454,JFK,1/16/2004,7808,IAD,N307UE,ontime
DH,1653,JFK,1/16/2004,7810,IAD,N311UE,ontime
DH,1709,JFK,1/16/2004,7812,IAD,N312UE,ontime
DH,2127,JFK,1/16/2004,7814,IAD,N624BR,ontime
DH,1607,JFK,1/16/2004,7816,IAD,N308UE,ontime
DL,1500,JFK,1/16/2004,746,DCA,N902DE,delayed
DL,630,LGA,1/16/2004,1740,DCA,N241DL,ontime
DL,739,LGA,1/16/2004,1742,DCA,N224DA,ontime
DL,829,LGA,1/16/2004,1744,DCA,N225DL,delayed
DL,929,LGA,1/16/2004,1746,DCA,N221DL,ontime
DL,1040,LGA,1/16/2004,1748,DCA,N232DZ,delayed
DL,1129,LGA,1/16/2004,1750,DCA,N224DA,ontime
DL,1228,LGA,1/16/2004,1752,DCA,N225DL,ontime
DL,1331,LGA,1/16/2004,1754,DCA,N221DL,ontime
DL,1429,LGA,1/16/2004,1756,DCA,N232DZ,ontime
DL,1532,LGA,1/16/2004,1758,DCA,N224DA,ontime
DL,1630,LGA,1/16/2004,1760,DCA,N225DL,ontime
DL,1728,LGA,1/16/2004,1762,DCA,N221DL,ontime
DL,1830,LGA,1/16/2004,1764,DCA,N232DZ,ontime
DL,1931,LGA,1/16/2004,1766,DCA,N224DA,ontime
DL,2028,LGA,1/16/2004,1768,DCA,N225DL,ontime
MQ,1522,JFK,1/16/2004,4752,DCA,N720MQ,ontime
MQ,553,JFK,1/16/2004,4760,DCA,N710MQ,ontime
MQ,2019,JFK,1/16/2004,4784,DCA,N721MQ,delayed
MQ,747,LGA,1/16/2004,4954,DCA,N805MQ,delayed
MQ,856,LGA,1/16/2004,4956,DCA,N707MQ,delayed
MQ,1217,LGA,1/16/2004,4960,DCA,N737MQ,delayed
MQ,1315,LGA,1/16/2004,4964,DCA,N732MQ,delayed
MQ,1429,LGA,1/16/2004,4966,DCA,N736MQ,delayed
MQ,1705,LGA,1/16/2004,4970,DCA,N704MQ,delayed
MQ,1729,LGA,1/16/2004,4972,DCA,N727MQ,delayed
MQ,2006,LGA,1/16/2004,4976,DCA,N737MQ,delayed
UA,955,LGA,1/16/2004,846,IAD,N513UA,delayed
US,628,LGA,1/16/2004,1479,DCA,N724UW,ontime
US,657,LGA,1/16/2004,2160,DCA,N723UW,ontime
US,756,LGA,1/16/2004,2162,DCA,N745UW,ontime
US,859,LGA,1/16/2004,2164,DCA,N748UW,delayed
US,958,LGA,1/16/2004,2166,DCA,N716UW,ontime
US,1059,LGA,1/16/2004,2168,DCA,N723UW,ontime
US,1151,LGA,1/16/2004,2170,DCA,N745UW,ontime
US,1258,LGA,1/16/2004,2172,DCA,N748UW,ontime
US,1356,LGA,1/16/2004,2174,DCA,N716UW,ontime
US,1457,LGA,1/16/2004,2176,DCA,N723UW,ontime
US,1558,LGA,1/16/2004,2178,DCA,N745UW,ontime
US,1658,LGA,1/16/2004,2180,DCA,N748UW,ontime
US,1758,LGA,1/16/2004,2182,DCA,N716UW,ontime
US,1900,LGA,1/16/2004,2184,DCA,N723UW,delayed
US,2000,LGA,1/16/2004,2186,DCA,N745UW,ontime
US,2057,LGA,1/16/2004,2188,DCA,N748UW,ontime
RU,1849,EWR,1/16/2004,3372,BWI,N15973,delayed
RU,1053,EWR,1/16/2004,2303,BWI,N13913,delayed
RU,1600,EWR,1/16/2004,2403,BWI,N13914,delayed
RU,654,EWR,1/16/2004,2703,BWI,N13553,ontime
CO,1423,EWR,1/16/2004,808,DCA,N14645,delayed
CO,1912,EWR,1/16/2004,814,DCA,N12319,delayed
CO,729,EWR,1/16/2004,806,DCA,N16648,ontime
DH,834,EWR,1/16/2004,7299,IAD,N694BR,ontime
DH,1711,EWR,1/16/2004,7302,IAD,N625BR,ontime
DH,1249,EWR,1/16/2004,7303,IAD,N625BR,ontime
DH,2120,EWR,1/16/2004,7304,IAD,N695BR,ontime
DH,700,EWR,1/16/2004,7305,IAD,N312UE,delayed
RU,1602,EWR,1/16/2004,2156,IAD,N26141,delayed
RU,643,EWR,1/16/2004,2761,DCA,N13997,ontime
RU,1622,EWR,1/16/2004,2261,DCA,N14950,delayed
RU,1549,EWR,1/16/2004,2216,DCA,N13997,delayed
RU,1753,EWR,1/16/2004,2181,DCA,N16951,delayed
RU,1421,EWR,1/16/2004,2692,IAD,N16511,delayed
RU,859,EWR,1/16/2004,2582,DCA,N15572,ontime
RU,2045,EWR,1/16/2004,2385,IAD,N16510,delayed
RU,657,EWR,1/16/2004,2855,IAD,N14972,ontime
RU,2050,EWR,1/16/2004,2879,DCA,N15910,ontime
RU,1827,EWR,1/16/2004,2497,IAD,N26549,delayed
OH,1455,JFK,1/17/2004,5935,BWI,N435CA,ontime
DH,1637,JFK,1/17/2004,6155,DCA,N409FJ,ontime
DH,1244,LGA,1/17/2004,7208,IAD,N627BR,ontime
DH,1714,LGA,1/17/2004,7215,IAD,N675BR,ontime
DH,2230,LGA,1/17/2004,7684,IAD,N686BR,delayed
DH,853,JFK,1/17/2004,7800,IAD,N694BR,ontime
DH,1236,JFK,1/17/2004,7806,IAD,N660BR,ontime
DH,1641,JFK,1/17/2004,7810,IAD,N311UE,ontime
DH,1720,JFK,1/17/2004,7812,IAD,N313UE,delayed
DH,2136,JFK,1/17/2004,7814,IAD,N706BR,delayed
DH,1808,JFK,1/17/2004,7818,IAD,N324UE,delayed
DL,1509,JFK,1/17/2004,746,DCA,N909DL,delayed
DL,727,LGA,1/17/2004,1742,DCA,N232DZ,ontime
DL,828,LGA,1/17/2004,1744,DCA,N221DL,ontime
DL,1028,LGA,1/17/2004,1748,DCA,N223DZ,ontime
DL,1430,LGA,1/17/2004,1756,DCA,N223DZ,ontime
DL,1708,LGA,1/17/2004,1760,DCA,N232DZ,delayed
DL,1829,LGA,1/17/2004,1764,DCA,N223DZ,ontime
DL,2026,LGA,1/17/2004,1768,DCA,N224DA,ontime
MQ,1529,JFK,1/17/2004,4752,DCA,N716MQ,ontime
MQ,554,JFK,1/17/2004,4760,DCA,N729MQ,ontime
MQ,1827,JFK,1/17/2004,4784,DCA,N721MQ,ontime
MQ,855,LGA,1/17/2004,4956,DCA,N805MQ,ontime
MQ,1247,LGA,1/17/2004,4964,DCA,N727MQ,ontime
UA,849,LGA,1/17/2004,846,IAD,N507UA,ontime
US,654,LGA,1/17/2004,2160,DCA,N736UW,ontime
US,859,LGA,1/17/2004,2164,DCA,N748UW,ontime
US,1100,LGA,1/17/2004,2168,DCA,N736UW,ontime
US,1259,LGA,1/17/2004,2172,DCA,N748UW,ontime
US,1456,LGA,1/17/2004,2176,DCA,N736UW,ontime
US,1658,LGA,1/17/2004,2180,DCA,N748UW,ontime
US,1854,LGA,1/17/2004,2184,DCA,N736UW,ontime
RU,1717,EWR,1/17/2004,3372,BWI,N15926,ontime
RU,1445,EWR,1/17/2004,2229,BWI,N14933,ontime
RU,1028,EWR,1/17/2004,2303,BWI,N14942,ontime
RU,658,EWR,1/17/2004,2703,BWI,N14991,ontime
CO,1258,EWR,1/17/2004,808,DCA,N37615,ontime
DH,835,EWR,1/17/2004,7299,IAD,N696BR,ontime
DH,1700,EWR,1/17/2004,7302,IAD,N652BR,ontime
DH,1240,EWR,1/17/2004,7303,IAD,N652BR,ontime
DH,2119,EWR,1/17/2004,7304,IAD,N652BR,delayed
RU,658,EWR,1/17/2004,2855,IAD,N29906,ontime
RU,1601,EWR,1/17/2004,2361,DCA,N16987,ontime
RU,1727,EWR,1/17/2004,2097,DCA,N14562,ontime
RU,1351,EWR,1/17/2004,2216,DCA,N14950,ontime
RU,1457,EWR,1/17/2004,2156,IAD,N24103,ontime
RU,924,EWR,1/17/2004,2582,DCA,N26549,ontime
RU,1655,EWR,1/17/2004,2497,IAD,N21144,ontime
RU,641,EWR,1/17/2004,2761,DCA,N21537,ontime
OH,1455,JFK,1/18/2004,5935,BWI,N712CA,ontime
DH,1659,JFK,1/18/2004,6155,DCA,N404FJ,delayed
DH,1302,LGA,1/18/2004,7208,IAD,N675BR,ontime
DH,1526,LGA,1/18/2004,7211,IAD,N661BR,delayed
DH,1802,LGA,1/18/2004,7215,IAD,N647BR,delayed
DH,2110,LGA,1/18/2004,7684,IAD,N632BR,ontime
DH,833,JFK,1/18/2004,7800,IAD,N686BR,ontime
DH,1249,JFK,1/18/2004,7806,IAD,N663BR,ontime
DH,1539,JFK,1/18/2004,7808,IAD,N308UE,delayed
DH,1646,JFK,1/18/2004,7810,IAD,N315UE,ontime
DH,1709,JFK,1/18/2004,7812,IAD,N333UE,delayed
DH,2111,JFK,1/18/2004,7814,IAD,N678BR,ontime
DH,1706,JFK,1/18/2004,7816,IAD,N332UE,delayed
DL,1555,JFK,1/18/2004,746,DCA,N928DL,delayed
DL,830,LGA,1/18/2004,1744,DCA,N223DZ,ontime
DL,1029,LGA,1/18/2004,1748,DCA,N242DL,ontime
DL,1230,LGA,1/18/2004,1752,DCA,N223DZ,delayed
DL,1430,LGA,1/18/2004,1756,DCA,N242DL,ontime
DL,1632,LGA,1/18/2004,1760,DCA,N223DZ,ontime
DL,1843,LGA,1/18/2004,1764,DCA,N242DL,delayed
DL,2029,LGA,1/18/2004,1768,DCA,N223DZ,ontime
MQ,1549,JFK,1/18/2004,4752,DCA,N712MQ,delayed
MQ,552,JFK,1/18/2004,4760,DCA,N731MQ,delayed
MQ,919,JFK,1/18/2004,4771,DCA,N719MQ,ontime
MQ,2023,JFK,1/18/2004,4784,DCA,N737MQ,delayed
MQ,1330,LGA,1/18/2004,4964,DCA,N719MQ,delayed
MQ,1540,LGA,1/18/2004,4968,DCA,N703MQ,delayed
MQ,1818,LGA,1/18/2004,4972,DCA,N725MQ,delayed
MQ,2004,LGA,1/18/2004,4976,DCA,N732MQ,delayed
UA,848,LGA,1/18/2004,846,IAD,N579UA,ontime
US,858,LGA,1/18/2004,2164,DCA,N744UW,ontime
US,954,LGA,1/18/2004,2166,DCA,N763UW,ontime
US,1102,LGA,1/18/2004,2168,DCA,N755UW,ontime
US,1159,LGA,1/18/2004,2170,DCA,N736UW,ontime
US,1257,LGA,1/18/2004,2172,DCA,N744UW,delayed
US,1356,LGA,1/18/2004,2174,DCA,N763UW,ontime
US,1555,LGA,1/18/2004,2178,DCA,N736UW,delayed
US,1757,LGA,1/18/2004,2182,DCA,N763UW,ontime
US,1855,LGA,1/18/2004,2184,DCA,N755UW,ontime
US,1957,LGA,1/18/2004,2186,DCA,N736UW,ontime
US,2055,LGA,1/18/2004,2188,DCA,N744UW,ontime
RU,1057,EWR,1/18/2004,2303,BWI,N17984,delayed
RU,1314,EWR,1/18/2004,2703,BWI,N15980,delayed
RU,1528,EWR,1/18/2004,2403,BWI,N16501,delayed
CO,1258,EWR,1/18/2004,1767,DCA,N14629,ontime
CO,1754,EWR,1/18/2004,810,DCA,N37615,delayed
CO,1959,EWR,1/18/2004,816,DCA,N16650,delayed
DH,834,EWR,1/18/2004,7299,IAD,N650BR,ontime
DH,1900,EWR,1/18/2004,7302,IAD,N626BR,delayed
DH,1246,EWR,1/18/2004,7303,IAD,N640BR,delayed
DH,2117,EWR,1/18/2004,7304,IAD,N701BR,ontime
RU,1630,EWR,1/18/2004,2156,IAD,N13124,delayed
RU,1622,EWR,1/18/2004,2216,DCA,N14558,delayed
RU,841,EWR,1/18/2004,2254,IAD,N13929,ontime
RU,925,EWR,1/18/2004,2582,DCA,N27962,ontime
OH,1455,JFK,1/19/2004,5935,BWI,N975CA,ontime
DH,1636,JFK,1/19/2004,6155,DCA,N415FJ,ontime
DH,1303,LGA,1/19/2004,7208,IAD,N647BR,ontime
DH,1445,LGA,1/19/2004,7211,IAD,N671BR,ontime
DH,1709,LGA,1/19/2004,7215,IAD,N648BR,ontime
DH,1000,LGA,1/19/2004,7684,IAD,N627BR,delayed
DH,847,LGA,1/19/2004,7790,IAD,N626BR,delayed
DH,1035,LGA,1/19/2004,7792,IAD,N671BR,ontime
DH,833,JFK,1/19/2004,7800,IAD,N632BR,ontime
DH,1237,JFK,1/19/2004,7806,IAD,N691BR,ontime
DH,1454,JFK,1/19/2004,7808,IAD,N333UE,ontime
DH,1641,JFK,1/19/2004,7810,IAD,N327UE,ontime
DH,1710,JFK,1/19/2004,7812,IAD,N331UE,ontime
DH,2121,JFK,1/19/2004,7814,IAD,N625BR,ontime
DH,1603,JFK,1/19/2004,7816,IAD,N328UE,ontime
