"age","workclass","fnlwgt","education","educationnum","maritalstatus","occupation","relationship","race","sex","capitalgain","capitaloss","hrsperweek","nativecountry","class"
51," Self-emp-not-inc",218311," Some-college",10," Divorced"," Sales"," Unmarried"," White"," Female",0,0,50," United-States"," <=50K"
19," Private",197714," HS-grad",9," Never-married"," Sales"," Own-child"," White"," Female",0,0,35," United-States"," <=50K"
81," Self-emp-not-inc",123959," Bachelors",13," Widowed"," Prof-specialty"," Not-in-family"," White"," Female",0,1668,3," Hungary"," <=50K"
57," Private",122497," 9th",5," Widowed"," Other-service"," Unmarried"," Black"," Male",0,0,52,NA," <=50K"
44," Private",98211," Bachelors",13," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,55," United-States"," <=50K"
35," Private",261382," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,50," United-States"," <=50K"
27," Private",109001," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,49," United-States"," <=50K"
36," Self-emp-not-inc",224886," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",2407,0,40," United-States"," <=50K"
32," Private",213750," Assoc-voc",11," Never-married"," Other-service"," Not-in-family"," White"," Male",0,0,45," United-States"," <=50K"
48," Private",207946," HS-grad",9," Divorced"," Adm-clerical"," Unmarried"," White"," Female",0,0,52," United-States"," <=50K"
25," Private",90291," Bachelors",13," Never-married"," Exec-managerial"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
61," Private",128230," HS-grad",9," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,30," United-States"," <=50K"
68,NA,353871," HS-grad",9," Widowed",NA," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"
49," Private",240869," 7th-8th",4," Never-married"," Other-service"," Other-relative"," White"," Male",0,0,35," United-States"," <=50K"
24," Private",315303," HS-grad",9," Never-married"," Handlers-cleaners"," Own-child"," Black"," Male",0,0,25," United-States"," <=50K"
25," Private",109112," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,48," United-States"," <=50K"
60," Private",191188," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
62," State-gov",39630," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
39," Self-emp-not-inc",263081," HS-grad",9," Never-married"," Exec-managerial"," Not-in-family"," Black"," Male",0,0,50," United-States"," <=50K"
21," Federal-gov",99199," HS-grad",9," Never-married"," Adm-clerical"," Own-child"," White"," Male",0,0,36," United-States"," <=50K"
47," Private",203505," Doctorate",16," Never-married"," Prof-specialty"," Own-child"," White"," Female",0,0,23," United-States"," <=50K"
18," Private",137646," 11th",7," Never-married"," Other-service"," Own-child"," White"," Female",0,0,15," United-States"," <=50K"
41," Private",202980," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,4," Peru"," <=50K"
54," Private",234938," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",4064,0,55," United-States"," <=50K"
49," Private",147032," HS-grad",9," Married-civ-spouse"," Other-service"," Wife"," Asian-Pac-Islander"," Female",0,0,8," Philippines"," <=50K"
37," State-gov",24342," Some-college",10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,38," United-States"," <=50K"
41," Private",205670," HS-grad",9," Divorced"," Adm-clerical"," Unmarried"," Black"," Female",0,0,40," United-States"," <=50K"
21," Private",377931," Some-college",10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,2377,48," United-States"," <=50K"
35," Private",193241," Some-college",10," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,38," United-States"," <=50K"
50," Private",313321," Assoc-acdm",12," Divorced"," Sales"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"
27," Private",341504," Some-college",10," Never-married"," Adm-clerical"," Unmarried"," White"," Female",0,0,40," United-States"," <=50K"
21," Private",156807," HS-grad",9," Never-married"," Other-service"," Own-child"," Black"," Male",0,0,10," United-States"," <=50K"
51,NA,189762," Some-college",10," Married-civ-spouse",NA," Wife"," White"," Female",0,0,18," United-States"," <=50K"
51," Private",133461," Some-college",10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
56," Private",103948," 11th",7," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
50," Private",200960," Some-college",10," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,50," United-States"," <=50K"
26," Private",197967," HS-grad",9," Never-married"," Craft-repair"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
45," Private",182541," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
50," Private",240496," Some-college",10," Divorced"," Tech-support"," Not-in-family"," White"," Female",0,0,36," United-States"," <=50K"
47," Local-gov",165822," Some-college",10," Divorced"," Transport-moving"," Unmarried"," White"," Male",0,0,40," United-States"," <=50K"
28," Private",79874," Some-college",10," Never-married"," Other-service"," Not-in-family"," White"," Male",0,0,37," United-States"," <=50K"
30," State-gov",35683," Bachelors",13," Divorced"," Tech-support"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"
21," Private",198259," HS-grad",9," Never-married"," Handlers-cleaners"," Own-child"," White"," Female",0,0,30," United-States"," <=50K"
19," Private",82210," HS-grad",9," Never-married"," Sales"," Not-in-family"," White"," Male",0,0,50," United-States"," <=50K"
17," Self-emp-not-inc",60116," 10th",6," Never-married"," Adm-clerical"," Own-child"," White"," Male",0,0,10," United-States"," <=50K"
35," Private",209280," HS-grad",9," Divorced"," Other-service"," Unmarried"," White"," Female",0,0,31," United-States"," <=50K"
33," Self-emp-not-inc",75417," HS-grad",9," Separated"," Other-service"," Unmarried"," White"," Female",0,0,8," United-States"," <=50K"
34," Private",281852," HS-grad",9," Never-married"," Transport-moving"," Not-in-family"," Black"," Male",0,0,80," United-States"," <=50K"
67,NA,132057," HS-grad",9," Married-civ-spouse",NA," Husband"," Black"," Male",0,0,20," United-States"," <=50K"
28," Self-emp-not-inc",107458," HS-grad",9," Never-married"," Craft-repair"," Own-child"," White"," Male",0,0,45," United-States"," <=50K"
61," Private",26254," HS-grad",9," Divorced"," Exec-managerial"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"
21," Private",153718," Some-college",10," Never-married"," Other-service"," Not-in-family"," Asian-Pac-Islander"," Female",0,0,25," United-States"," <=50K"
37," Private",206951," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
51," Private",345459," Some-college",10," Never-married"," Exec-managerial"," Unmarried"," Black"," Female",0,0,40," United-States"," <=50K"
57," Private",109015," Some-college",10," Divorced"," Sales"," Not-in-family"," White"," Female",0,0,48," United-States"," <=50K"
64," Private",170645," 5th-6th",3," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",2105,0,40," United-States"," <=50K"
23,NA,170456," Some-college",10," Never-married",NA," Own-child"," White"," Male",0,0,5," United-States"," <=50K"
33," Private",102821," 12th",8," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
36," Private",187167," Assoc-acdm",12," Married-civ-spouse"," Sales"," Wife"," White"," Female",0,0,40," United-States"," <=50K"
25," Private",182866," HS-grad",9," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
47," State-gov",108890," HS-grad",9," Divorced"," Adm-clerical"," Unmarried"," White"," Female",1831,0,38," United-States"," <=50K"
29," State-gov",199450," Some-college",10," Divorced"," Adm-clerical"," Unmarried"," Black"," Male",0,0,40," United-States"," <=50K"
29," Private",261375," HS-grad",9," Never-married"," Adm-clerical"," Own-child"," Black"," Female",0,0,60," United-States"," <=50K"
27," Private",37754," Some-college",10," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,80," United-States"," <=50K"
32," Private",123430," HS-grad",9," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,65," United-States"," <=50K"
66,NA,213477," 7th-8th",4," Divorced",NA," Not-in-family"," White"," Male",0,0,10," United-States"," <=50K"
26," Private",90915," Assoc-acdm",12," Never-married"," Other-service"," Own-child"," Black"," Female",0,0,15," United-States"," <=50K"
24," Local-gov",322658," Bachelors",13," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"
24," Private",182812," Some-college",10," Never-married"," Adm-clerical"," Own-child"," White"," Female",3325,0,52," Dominican-Republic"," <=50K"
21," Private",146499," Assoc-voc",11," Married-civ-spouse"," Adm-clerical"," Other-relative"," White"," Female",0,1579,40," United-States"," <=50K"
60," Private",83861," HS-grad",9," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
59," Self-emp-not-inc",144071," 5th-6th",3," Married-civ-spouse"," Other-service"," Husband"," White"," Male",2580,0,15," El-Salvador"," <=50K"
35," Private",167691," HS-grad",9," Never-married"," Handlers-cleaners"," Own-child"," White"," Female",0,0,20," United-States"," <=50K"
22," Private",124971," HS-grad",9," Never-married"," Craft-repair"," Not-in-family"," White"," Male",0,0,45," United-States"," <=50K"
20," Private",187158," Some-college",10," Never-married"," Adm-clerical"," Own-child"," White"," Female",0,0,15," United-States"," <=50K"
46," Private",167882," HS-grad",9," Divorced"," Tech-support"," Not-in-family"," White"," Female",0,0,43," United-States"," <=50K"
60," Private",167670," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,35," United-States"," <=50K"
52," Private",76860," HS-grad",9," Married-civ-spouse"," Handlers-cleaners"," Husband"," Asian-Pac-Islander"," Male",0,0,8," Philippines"," <=50K"
18," Private",211683," 12th",8," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",0,0,20," United-States"," <=50K"
43," Private",50646," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,70," United-States"," <=50K"
27," Private",157941," Assoc-voc",11," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,45," United-States"," <=50K"
67," Local-gov",102690," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,20," United-States"," <=50K"
55," Private",259532," 7th-8th",4," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,50," United-States"," <=50K"
20," Private",217467," HS-grad",9," Never-married"," Machine-op-inspct"," Other-relative"," White"," Male",0,0,40," United-States"," <=50K"
62," Self-emp-not-inc",39630," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
27,NA,61387," Bachelors",13," Married-civ-spouse",NA," Husband"," White"," Male",0,0,15," United-States"," <=50K"
26," Private",108658," HS-grad",9," Never-married"," Craft-repair"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
26," Private",34803," HS-grad",9," Never-married"," Exec-managerial"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"
24," Private",239663," 10th",6," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,40," Mexico"," <=50K"
26," Private",134888," Bachelors",13," Never-married"," Tech-support"," Own-child"," White"," Female",0,0,35," United-States"," <=50K"
24," Private",81145," Some-college",10," Never-married"," Sales"," Own-child"," White"," Female",0,0,25," United-States"," <=50K"
44," Private",438696," Bachelors",13," Never-married"," Sales"," Not-in-family"," White"," Male",0,0,45," United-States"," <=50K"
24,NA,99829," Some-college",10," Never-married",NA," Own-child"," White"," Female",0,0,40," United-States"," <=50K"
74," Private",154347," HS-grad",9," Never-married"," Transport-moving"," Not-in-family"," White"," Male",0,0,10," United-States"," <=50K"
29," Private",195446," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
33," Private",391114," HS-grad",9," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
27," Private",212041," HS-grad",9," Never-married"," Craft-repair"," Not-in-family"," White"," Male",0,0,50," United-States"," <=50K"
32," Private",170017," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,50," United-States"," <=50K"
24," Private",237386," Some-college",10," Never-married"," Exec-managerial"," Not-in-family"," White"," Male",0,0,42," United-States"," <=50K"
22," Private",188779," Some-college",10," Never-married"," Sales"," Own-child"," Black"," Female",0,0,16," United-States"," <=50K"
37," Private",433491," HS-grad",9," Never-married"," Other-service"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
24," Private",330571," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Wife"," White"," Female",0,0,40," United-States"," <=50K"
36," Private",218948," 9th",5," Separated"," Other-service"," Unmarried"," Black"," Female",0,0,40,NA," <=50K"
17," Private",121037," 12th",8," Never-married"," Sales"," Own-child"," White"," Female",0,0,15," United-States"," <=50K"
32," Private",99548," Some-college",10," Divorced"," Handlers-cleaners"," Not-in-family"," Amer-Indian-Eskimo"," Male",0,0,40," United-States"," <=50K"
41," Local-gov",185057," Masters",14," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"
24," Private",196816," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",3908,0,40," United-States"," <=50K"
27," Private",116358," Some-college",10," Never-married"," Craft-repair"," Own-child"," Asian-Pac-Islander"," Male",0,1980,40," Philippines"," <=50K"
46," Private",146195," Assoc-acdm",12," Divorced"," Tech-support"," Not-in-family"," Black"," Female",0,0,36," United-States"," <=50K"
26," Private",161007," Bachelors",13," Never-married"," Adm-clerical"," Own-child"," White"," Male",0,0,30," United-States"," <=50K"
31," Private",166248," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
51," Local-gov",164300," HS-grad",9," Separated"," Adm-clerical"," Unmarried"," White"," Female",0,0,40," Puerto-Rico"," <=50K"
26," Private",285367," Assoc-voc",11," Never-married"," Adm-clerical"," Own-child"," White"," Male",4416,0,28," United-States"," <=50K"
38," Private",103408," Masters",14," Married-civ-spouse"," Exec-managerial"," Husband"," Black"," Male",0,0,40,NA," <=50K"
44," Private",320277," Bachelors",13," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
48," Private",125892," 9th",5," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," Poland"," <=50K"
27," Private",189462," Masters",14," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",0,0,46," United-States"," <=50K"
36," Private",35309," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
28," Private",109282," Some-college",10," Divorced"," Prof-specialty"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
62," Private",147627," 9th",5," Never-married"," Priv-house-serv"," Not-in-family"," Black"," Female",1055,0,22," United-States"," <=50K"
21," Private",305446," Some-college",10," Never-married"," Exec-managerial"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
25," Private",232938," Some-college",10," Never-married"," Farming-fishing"," Unmarried"," White"," Male",0,0,40," United-States"," <=50K"
76," Local-gov",169133," Some-college",10," Widowed"," Adm-clerical"," Not-in-family"," White"," Female",0,0,30," United-States"," <=50K"
21,NA,183945," Some-college",10," Never-married",NA," Own-child"," White"," Female",0,0,35," United-States"," <=50K"
23," Private",149396," HS-grad",9," Never-married"," Adm-clerical"," Own-child"," Black"," Female",0,0,40," United-States"," <=50K"
27," Private",236246," Assoc-acdm",12," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
46," Private",186820," Some-college",10," Married-civ-spouse"," Other-service"," Wife"," White"," Female",5013,0,40," United-States"," <=50K"
41," State-gov",176663," HS-grad",9," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",0,0,40," United-States"," <=50K"
37," Private",403344," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
36," Private",290409," Some-college",10," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
18," Private",31008," Some-college",10," Never-married"," Tech-support"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"
60," Local-gov",232769," 11th",7," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,20," United-States"," <=50K"
47,NA,109921," HS-grad",9," Separated",NA," Unmarried"," Black"," Female",0,0,32," United-States"," <=50K"
45," Private",183786," HS-grad",9," Divorced"," Other-service"," Unmarried"," White"," Female",0,0,35," United-States"," <=50K"
18," Private",240747," HS-grad",9," Never-married"," Machine-op-inspct"," Own-child"," White"," Female",0,0,40," Dominican-Republic"," <=50K"
39," Private",289890," Bachelors",13," Divorced"," Sales"," Not-in-family"," White"," Male",0,0,60," United-States"," <=50K"
18," Private",263024," HS-grad",9," Never-married"," Sales"," Own-child"," White"," Female",0,0,40," United-States"," <=50K"
25," Local-gov",187792," Some-college",10," Divorced"," Protective-serv"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"
19," Private",340567," 1st-4th",2," Never-married"," Handlers-cleaners"," Not-in-family"," White"," Male",0,0,55," Mexico"," <=50K"
25," Private",167571," Some-college",10," Never-married"," Other-service"," Own-child"," White"," Female",0,0,25," United-States"," <=50K"
36," State-gov",143385," Some-college",10," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
29," Private",149902," Doctorate",16," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",0,0,80," United-States"," <=50K"
29," Private",204862," Assoc-acdm",12," Divorced"," Prof-specialty"," Not-in-family"," White"," Female",0,0,36," United-States"," <=50K"
36," Private",84306," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",5013,0,50," United-States"," <=50K"
34," Private",61308," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,45," United-States"," <=50K"
41," Private",167375," Bachelors",13," Never-married"," Adm-clerical"," Not-in-family"," White"," Male",0,0,52," United-States"," <=50K"
28," State-gov",381789," Some-college",10," Separated"," Exec-managerial"," Own-child"," White"," Male",0,2339,40," United-States"," <=50K"
47," Self-emp-not-inc",191175," 5th-6th",3," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,2179,50," Mexico"," <=50K"
59," Private",200316," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
21," Private",188535," HS-grad",9," Never-married"," Machine-op-inspct"," Not-in-family"," White"," Male",0,0,44," United-States"," <=50K"
27," Private",247507," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
23," Private",104443," Some-college",10," Never-married"," Adm-clerical"," Own-child"," White"," Female",0,0,40," United-States"," <=50K"
49," Private",169042," HS-grad",9," Separated"," Prof-specialty"," Unmarried"," White"," Female",0,625,40," Puerto-Rico"," <=50K"
77,NA,309955," Assoc-acdm",12," Married-civ-spouse",NA," Husband"," White"," Male",0,1411,2," United-States"," <=50K"
58," Self-emp-not-inc",426263," Some-college",10," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,32," United-States"," <=50K"
39," Private",219155," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,43," United-States"," <=50K"
17," Private",298605," 11th",7," Never-married"," Adm-clerical"," Own-child"," White"," Female",0,0,15," United-States"," <=50K"
33," Private",22405," HS-grad",9," Separated"," Other-service"," Unmarried"," Amer-Indian-Eskimo"," Female",0,0,72," United-States"," <=50K"
21," Private",53306," HS-grad",9," Never-married"," Sales"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
31," Private",197252," 7th-8th",4," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,40," Mexico"," <=50K"
33," Local-gov",267859," Some-college",10," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
59," Self-emp-not-inc",78020," 7th-8th",4," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
27," Private",85625," HS-grad",9," Never-married"," Other-service"," Own-child"," White"," Male",0,0,22," United-States"," <=50K"
31," Private",249869," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
26," Self-emp-not-inc",33016," Assoc-voc",11," Divorced"," Other-service"," Unmarried"," White"," Female",0,0,55," United-States"," <=50K"
52," Private",132973," HS-grad",9," Divorced"," Adm-clerical"," Unmarried"," White"," Female",0,0,38," United-States"," <=50K"
65," Private",207281," Some-college",10," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",0,0,16," United-States"," <=50K"
22," State-gov",125010," Bachelors",13," Never-married"," Prof-specialty"," Own-child"," White"," Female",0,0,20," United-States"," <=50K"
41," Private",381510," Some-college",10," Never-married"," Other-service"," Own-child"," White"," Male",0,0,50," United-States"," <=50K"
27," Private",58654," Assoc-voc",11," Separated"," Adm-clerical"," Unmarried"," White"," Female",0,0,40," United-States"," <=50K"
45," Private",103331," Some-college",10," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
21,NA,262241," HS-grad",9," Never-married",NA," Other-relative"," White"," Male",0,0,40," United-States"," <=50K"
29," Private",179498," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," Germany"," <=50K"
52," Federal-gov",35546," HS-grad",9," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
69," Private",312653," Some-college",10," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,25," United-States"," <=50K"
40," Private",227823," Assoc-acdm",12," Divorced"," Adm-clerical"," Own-child"," White"," Female",0,0,70," United-States"," <=50K"
48," Private",29128," HS-grad",9," Divorced"," Other-service"," Unmarried"," White"," Female",0,0,20," United-States"," <=50K"
23," Private",240063," Bachelors",13," Never-married"," Machine-op-inspct"," Own-child"," White"," Male",0,0,25," United-States"," <=50K"
28," Private",47783," Some-college",10," Divorced"," Other-service"," Not-in-family"," White"," Female",0,0,30," United-States"," <=50K"
21," State-gov",311311," HS-grad",9," Never-married"," Craft-repair"," Own-child"," White"," Male",0,0,12," United-States"," <=50K"
27," Self-emp-not-inc",131298," 10th",6," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,48," United-States"," <=50K"
40," Private",259307," Some-college",10," Never-married"," Exec-managerial"," Not-in-family"," White"," Male",0,0,50," United-States"," <=50K"
67," Private",257557," 7th-8th",4," Married-civ-spouse"," Transport-moving"," Husband"," Black"," Male",10566,0,40," United-States"," <=50K"
60," Private",145493," Some-college",10," Divorced"," Adm-clerical"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"
21," Private",72119," Some-college",10," Never-married"," Adm-clerical"," Not-in-family"," White"," Male",0,0,45," United-States"," <=50K"
44,NA,118484," Prof-school",15," Married-civ-spouse",NA," Husband"," White"," Male",0,0,80," United-States"," <=50K"
42," Local-gov",137232," HS-grad",9," Divorced"," Protective-serv"," Unmarried"," White"," Female",0,0,50," United-States"," <=50K"
33," State-gov",167474," 10th",6," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
18," Private",452452," 10th",6," Never-married"," Priv-house-serv"," Own-child"," Black"," Female",0,0,20," United-States"," <=50K"
25," Private",211497," Some-college",10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
42," Private",196626," 7th-8th",4," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
47," Self-emp-inc",127678," Some-college",10," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,80," United-States"," <=50K"
46," Private",164682," Assoc-voc",11," Separated"," Prof-specialty"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
33," Self-emp-not-inc",73585," 11th",7," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,50," United-States"," <=50K"
19," Private",136758," Some-college",10," Never-married"," Tech-support"," Own-child"," White"," Female",0,0,10," United-States"," <=50K"
44," Private",192878," HS-grad",9," Divorced"," Prof-specialty"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
64," Federal-gov",199298," 7th-8th",4," Widowed"," Other-service"," Unmarried"," White"," Female",0,0,30," Puerto-Rico"," <=50K"
55," Private",194290," HS-grad",9," Divorced"," Craft-repair"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
64,NA,257790," HS-grad",9," Divorced",NA," Unmarried"," White"," Female",0,0,38," United-States"," <=50K"
40," Private",197609," Some-college",10," Never-married"," Exec-managerial"," Not-in-family"," White"," Female",0,1340,40," United-States"," <=50K"
23," Federal-gov",216853," Assoc-voc",11," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",0,0,25," United-States"," <=50K"
38," Private",110402," Assoc-voc",11," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
45," Private",39464," HS-grad",9," Divorced"," Adm-clerical"," Unmarried"," White"," Female",0,0,40," United-States"," <=50K"
48," Private",35406," Assoc-voc",11," Separated"," Other-service"," Not-in-family"," White"," Female",0,0,30," United-States"," <=50K"
29," Private",146949," Assoc-voc",11," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,43," United-States"," <=50K"
81," Private",106390," 5th-6th",3," Widowed"," Other-service"," Not-in-family"," Asian-Pac-Islander"," Female",0,0,6," United-States"," <=50K"
28," Self-emp-inc",160731," HS-grad",9," Never-married"," Craft-repair"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
38," Private",79483," HS-grad",9," Divorced"," Adm-clerical"," Not-in-family"," White"," Female",0,0,45," United-States"," <=50K"
40," Private",56072," Masters",14," Divorced"," Prof-specialty"," Not-in-family"," White"," Male",0,0,20," United-States"," <=50K"
36," Private",358373," HS-grad",9," Separated"," Machine-op-inspct"," Not-in-family"," Black"," Female",0,0,36," United-States"," <=50K"
51," Self-emp-not-inc",85902," 10th",6," Widowed"," Transport-moving"," Other-relative"," White"," Female",0,0,40," United-States"," <=50K"
58," Self-emp-not-inc",261230," Some-college",10," Divorced"," Prof-specialty"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"
29," Private",167336," Some-college",10," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",0,0,50," United-States"," <=50K"
44," Private",67779," HS-grad",9," Never-married"," Adm-clerical"," Own-child"," White"," Female",0,0,40," United-States"," <=50K"
53," Private",227602," HS-grad",9," Divorced"," Sales"," Not-in-family"," White"," Female",0,0,37," Mexico"," <=50K"
46," Private",234289," Masters",14," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,60," United-States"," <=50K"
51," Private",57637," HS-grad",9," Divorced"," Other-service"," Not-in-family"," White"," Female",0,0,32," United-States"," <=50K"
38,NA,242221," HS-grad",9," Never-married",NA," Unmarried"," Black"," Female",0,0,38," United-States"," <=50K"
52,NA,248113," Preschool",1," Married-spouse-absent",NA," Other-relative"," White"," Male",0,0,40," Mexico"," <=50K"
53," Private",154891," 9th",5," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
53," State-gov",21412," Some-college",10," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
32," State-gov",71151," Bachelors",13," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",0,0,20," United-States"," <=50K"
51," Private",100933," HS-grad",9," Never-married"," Exec-managerial"," Other-relative"," White"," Female",0,0,40," United-States"," <=50K"
